material_id,bulkMod,shearMod,vol/atom,band_gap,density,energy_per_atom,formation_energy_per_atom,total_magnetization,atomic_mass,atomic_number,boiling_point,column,electronegativity,melting_point,row
mp-6997,32,21,32.70275319,0.0,6.281420659,-3.860541611,-0.061229051,1.11e-05,123.7066667,51.33333333,1660.333333,15.33333333,2.066666667,843.4066667,5.0
mp-631408,27,89,23.50394638,0.0,5.225568402,-2.504128888,0.56206055,0.0003277,73.964825,31.75,2001.97,10.25,1.655,986.2125,4.0
mp-1011377,59,24,26.62717572,0.0,6.195430044,-5.727695407,-1.423254722,0.52718165,99.34533333,42.0,1849.666667,12.0,2.073333333,685.3333333,5.333333333
mp-11460,192,76,17.41907431,0.0,13.17872669,-10.65062972,-0.494258588,1.49e-05,138.245,57.5,4707.0,5.5,1.6,2468.0,5.5
mp-634657,21,9,17.66228953,3.1577,1.756931857,-3.624822557,-0.952573646,0.0001794,18.68756976,9.333333333,631.3833333,6.0,1.903333333,257.7466667,2.333333333
mp-7225,143,76,18.12149155,0.0,11.90216301,-6.29488619,-1.028050142,0.821966,129.8885129,53.0,3585.166667,10.0,1.863333333,1509.856667,5.333333333
mp-867896,102,30,15.00155494,0.0,6.571093369,-4.20211939,-0.250466709,0.0002699,59.364228,27.25,2670.75,9.25,1.7025,1305.555,4.0
mp-865912,100,33,13.88787961,0.0,7.193913131,-3.364237483,-0.411579755,5.8e-05,60.166125,27.0,1985.75,8.5,1.64,1019.0125,3.75
mp-546279,22,14,21.33662605,3.236,3.654160788,-7.093427,-3.027609647,0.0001141,46.953104,21.33333333,1175.066667,12.0,2.586666667,711.5333333,3.333333333
mp-767,26,29,22.49114702,0.0,8.142797278,-4.037340124,-0.574809548,8.2e-06,110.29,46.25,2484.0,14.75,1.66875,1168.5,5.5
mp-984729,77,49,18.90288451,2.5111,5.097083527,-5.973355505,-2.983925452,2.11e-05,58.023075,25.25,933.6,9.0,2.1875,546.15,3.625
mp-510198,131,63,21.65474655,0.0,15.31413725,-6.026459055,0.26298451,6.26e-05,199.7085,79.5,3361.5,11.5,2.265,1669.805,6.0
mp-6543,13,4,26.42688546,0.0,4.364013937,-4.62752363,-0.26002904,1.9998502,69.4517224,30.4,1296.3,14.2,2.324,701.653,3.9
mp-571520,80,61,18.25853657,0.0,2.554261072,-5.264492699,0.160873791,8.63e-07,28.0855,14.0,3173.0,14.0,1.9,1687.0,3.0
mp-541449,14,9,30.09920407,0.0,5.598935124,-4.898759389,-0.161420298,0.00014225,101.48722,42.4,1964.0,13.6,1.994,1111.876,4.6
mp-1114,171,112,13.40249015,0.0,5.07456036,-8.06247585,-0.814265876,2.07e-05,40.957631,19.0,2115.0,10.0,1.91,1250.15,3.5
mp-7339,56,30,16.77323609,4.5345,4.225503022,-7.406815638,-3.396880857,0.000131175,42.68214,18.8,1117.32,12.8,2.622,570.28,3.0
mp-5794,169,78,10.80859537,2.3105,5.900598064,-5.656466779,-2.187860296,2.66e-05,38.40751429,17.71428571,927.8285714,14.57142857,2.718571429,216.8142857,2.857142857
mp-1017540,83,37,22.40342624,0.0,7.546699861,-4.84711298,-0.115984823,0.00186815,101.8175,44.0,2861.0,8.0,1.51,1361.11,5.0
mp-1723,89,64,19.32116441,0.0,6.853468833,-5.752243335,-0.116090048,2.3252777,79.74338145,32.75,3144.0,11.25,1.5525,1051.4275,4.5
mp-504677,57,39,16.02675458,0.0048,5.294628256,-4.560637164,-2.820096405,0.00018225,51.1013024,21.75,523.3975,14.75,3.395,246.47375,2.875
mp-12803,86,36,14.22966669,7.215,6.618041459,-6.47940012,-4.440871291,0.0004744,56.71202051,24.0,827.7490909,15.09090909,3.200909091,457.4763636,3.454545455
mp-866082,90,23,19.11022247,0.0,4.610023795,-6.27699889,-0.118696255,0.000119,53.054206,24.25,3026.75,3.75,1.4825,1745.25,4.0
mp-865791,241,129,13.04546491,0.0,8.980898496,-8.814946865,-0.411252985,1.9965794,70.5554,31.5,3740.75,9.0,1.99,2270.25,4.25
mp-866117,137,17,17.95128661,0.0,14.75026817,-4.879647358,-0.435967062,0.0001198,159.4580345,65.0,3078.5,9.5,2.0075,1468.335,5.5
mp-867125,201,97,13.89029017,0.0,10.46383963,-6.60985558,-0.902508619,1.4e-05,87.5292693,37.0,3526.25,11.0,1.925,1628.835,4.25
mp-867771,224,51,14.58321311,0.0,12.8186571,-8.112996235,-0.445784565,2e-06,112.57622,48.0,4216.75,8.5,1.99,2280.4425,5.0
mp-21040,158,88,14.9482451,0.0128,7.824575017,-8.300581673,-0.45103455,4.06010315,70.43716667,31.66666667,3643.166667,7.666666667,1.693333333,1816.733333,4.333333333
mp-10003,191,97,16.23937464,0.0,7.816358297,-9.175011305,-0.34369172,4.55e-06,76.4407025,34.16666667,4406.833333,7.166666667,1.696666667,2409.166667,4.5
mp-865840,226,116,14.92417858,0.0,10.73571151,-9.589381673,-0.835242058,6.48e-05,96.48775,41.0,4089.75,6.0,1.795,2262.75,4.75
mp-5928,39,22,23.29756124,2.7263,3.000015953,-4.532359966,-1.351129272,0.0001296,42.09058246,19.71428571,1356.497143,14.57142857,2.175714286,573.5142857,3.285714286
mp-19836,40,11,35.89063146,0.0,6.414130277,-3.487633506,1.608721241,0.0006466,138.63401,56.4,3311.0,12.0,1.494,1852.8,6.4
mp-1018723,143,58,13.99305908,0.0,9.272419413,-5.793603868,-0.109165644,3.8168191,78.13698417,34.33333333,3165.5,10.33333333,1.778333333,1625.59,4.666666667
mp-722913,134,83,15.59371499,0.0,11.34404018,-6.725899754,-0.778221347,0.001654631,106.5291,44.71428571,2606.48,9.0,1.698571429,1379.87,4.571428571
mp-54,212,105,10.92236242,0.0,8.959679905,-7.10999434,0.0,1.59223065,58.933195,27.0,3200.0,9.0,1.88,1768.0,4.0
mp-14226,59,4,20.56100031,0.0,4.694802361,-4.995682821,-1.011306795,0.0107097,58.131625,25.0,1029.62,11.8,2.569,503.158,3.4
mp-570904,164,54,11.87267594,0.0,8.723198525,-5.188106068,-0.321645555,3.1e-06,62.36993333,29.0,2949.666667,11.0,1.876666667,1252.97,4.0
mp-978089,91,23,24.47780566,0.0,11.37989893,-6.057606995,-0.631144408,4.21e-05,167.7497173,68.5,3739.0,7.5,1.75,1623.0825,7.0
mp-763353,124,60,11.36862892,0.0,4.386428414,-6.050685004,-2.022754715,18.9999864,30.03101747,14.25,1103.5075,13.58333333,3.038333333,639.8825,2.666666667
mp-1018082,172,80,13.56717899,0.0,8.923198587,-6.938999943,0.057113511,4.9964904,72.9056225,32.25,2801.0,9.75,1.8675,1654.945,4.25
mp-961665,59,39,22.65393755,0.0554,3.395851329,-3.94363121,-0.284708623,9.93e-05,46.32797067,21.33333333,2314.333333,6.0,1.493333333,1013.303333,3.666666667
mp-1775,72,20,23.94699347,0.0,10.94486595,-3.824411518,-0.182805555,6.95e-06,157.8382845,64.5,3002.0,12.5,2.25,921.205,5.5
mp-2103,143,28,16.64798753,0.0,16.3192795,-3.49554582,-0.015361893,0.0,163.6114268,66.5,3146.75,11.0,2.38,1342.44,5.5
mp-8236,61,31,21.29362056,0.0,6.427580075,-5.416853412,-0.794969685,4e-06,82.4229048,35.6,1943.0,10.4,1.934,1058.14,4.4
mp-754678,166,89,14.09765598,0.0,8.628537248,-8.579438452,-3.283467931,0.0002863,73.254616,30.6,1628.92,11.0,2.542,890.88,3.6
mp-2592,207,177,13.60139884,0.0,6.190202856,-7.730091847,-0.492399833,8e-07,50.70366667,23.33333333,3752.666667,11.33333333,1.986666667,2090.0,3.666666667
mp-6754,195,74,10.65669303,0.0,8.309263563,-6.956137382,-0.518995192,0.0001872,53.32561833,23.5,3549.166667,12.5,1.95,2295.333333,3.666666667
mvc-11229,224,70,11.71133781,1.0499,5.465939548,-7.59034486,-2.611559105,4.9999989,38.54981,17.8,1402.72,11.8,2.674,754.88,3.0
mp-629397,219,84,9.762106437,0.0,7.288527953,-7.501973347,-0.104180977,2.4204352,42.84836667,20.33333333,2132.453333,11.0,2.26,1200.683333,3.333333333
mp-8354,168,37,14.04031696,5.761,5.79226109,-6.793588639,-4.491204623,0.0,48.9751699,21.0,999.5225,13.5,3.26,338.3975,3.5
mp-1222,196,156,11.92485427,0.3644,5.020765547,-7.192652963,-0.36350735,6e-07,36.0557,17.33333333,3096.666667,11.33333333,1.82,1851.333333,3.333333333
mp-961697,121,35,20.77354932,0.2804,8.381544436,-5.436024683,-0.692104668,0.0002424,104.8541603,44.0,3108.333333,9.333333333,1.97,1454.243333,4.666666667
mp-861983,180,78,13.08984873,0.0,6.549533589,-8.6874784,-0.334144691,0.513077,51.62926125,23.75,3147.0,5.75,1.615,1803.0,4.0
mp-1016931,178,26,10.80514091,0.0,5.051436807,-5.943057314,-1.667624078,0.815143,32.86974,15.4,1026.12,13.0,2.72,608.016,2.8
mp-12798,206,92,12.14182226,0.0,12.69028304,-5.91968798,-0.069675218,0.00952,92.79105,40.5,3414.0,10.0,2.0025,1806.35,4.5
mp-773305,83,53,11.90716521,0.0,4.051860963,-6.8337131,-1.664718804,12.9994741,29.05452792,13.75,904.8,13.08333333,2.833333333,567.2,2.666666667
mp-865130,174,78,17.61911956,0.0,13.09614165,-10.05246896,-0.52049934,0.0003117,138.956375,57.75,4658.0,5.75,1.76,2536.25,5.5
mp-975640,74,48,22.42135345,0.0,7.754461627,-4.776597433,-0.523227221,0.0003362,104.7042682,44.81818182,3180.818182,10.45454545,1.711818182,1006.854545,5.454545455
mp-865974,160,27,16.6867059,0.0,10.07643163,-5.52048921,-0.508058256,1.04e-05,101.2577525,43.75,2867.5,12.25,1.7575,1444.77,5.25
mp-867258,108,46,13.94253017,0.0,8.491448879,-3.968061885,-0.581552946,1.85e-05,71.2975,31.25,2316.75,8.25,1.7575,1200.6175,4.0
mp-450,287,195,9.350778519,0.0,6.779430034,-8.518952017,-0.695554564,2.2e-05,38.17612667,17.0,4472.333333,10.33333333,1.893333333,2482.666667,3.0
mp-19050,133,69,12.0485364,0.371,3.919853098,-6.815359026,-2.755690804,8.83e-06,28.44166357,13.85714286,886.9714286,10.71428571,2.472857143,566.8857143,2.857142857
mp-1029592,81,44,12.14079667,2.0798,3.139914534,-5.620809421,-0.938101675,0.0,22.95704167,10.33333333,1434.786667,6.0,1.706666667,547.695,2.5
mp-765756,186,74,10.47106026,0.0,5.773644246,-6.28113625,-1.390649001,7.0004264,36.40756125,17.25,1425.1,12.25,2.585,839.15,3.0
mp-16259,88,67,18.43599809,0.0,10.26428682,-6.452078156,-0.656816242,2e-07,113.9584,47.6,3469.0,9.6,1.884,1803.16,4.8
mp-769904,188,4,11.2044811,0.0,3.638383864,-7.921914069,-2.895309559,4.0000552,24.54998182,11.81818182,1303.4,13.63636364,2.830909091,738.5090909,2.545454545
mp-1025276,168,109,12.12741784,1.8088,7.622901193,-7.966535401,-3.133251496,0.0,55.67234837,24.0,1041.708571,13.14285714,2.472857143,550.1314286,3.857142857
mp-17783,57,30,20.43426875,0.0,5.482810359,-2.427774028,-0.406069188,1.8e-06,67.47039225,28.75,1804.5,4.25,1.6175,1026.5825,3.75
mp-571367,190,106,13.38265755,0.0,8.748419237,-7.766853176,-0.761855765,2.35e-05,70.505478,30.8,3524.4,10.0,1.772,1883.2,4.0
mp-865965,36,28,17.70111033,0.0,1.924169632,-3.133078648,-0.321959854,3e-07,20.511375,10.0,2040.0,4.5,1.215,927.345,2.75
mp-571599,60,20,27.31854798,0.0,9.338023386,-4.653412122,-0.63614816,1.79e-05,153.62556,62.8,2457.8,10.4,1.866,1148.98,5.6
mp-1018849,321,128,11.19386674,0.0,15.14860868,-9.12810713,0.458020331,8.27e-06,102.11835,41.5,2681.18,11.5,2.62,1684.525,4.0
mp-11287,38,16,26.29819347,0.0,9.287407726,-1.32012891,-0.449947483,3.8e-06,147.086,60.0,1005.586667,8.666666667,1.666666667,527.88,5.333333333
mp-1915,227,145,9.052472866,0.0,7.49031769,-8.180322828,-0.314260051,3.73840915,40.83366667,19.0,3489.333333,9.666666667,1.9,1990.333333,3.333333333
mp-10422,44,21,19.04465646,0.0,5.318218265,-5.506922715,0.252415579,5.44e-05,60.99443457,25.5,3221.25,10.0,2.1425,2327.05,3.25
mp-7223,52,49,21.7062666,0.7167,3.200201778,-4.890129092,-1.166122514,6.62e-05,41.83246,20.0,1247.072,7.2,1.644,899.61,3.6
mp-644264,61,44,9.0541298,1.4456,2.485596934,-3.875122331,-0.50894983,6.26e-05,13.55277818,6.909090909,676.6109091,1.878787879,1.913030303,421.0066667,1.878787879
mp-975650,30,20,27.56508129,0.0,8.250175487,-3.153613998,-0.367432434,0.6940371,136.953575,57.0,2233.97,8.5,1.4775,835.75,6.5
mp-973983,173,40,13.90233677,0.0,11.28598714,-5.243347723,0.088884395,1.86871345,94.48835,41.5,3223.5,10.0,2.1275,1803.0375,4.75
mp-742,126,55,15.40734518,0.0,5.722176776,-6.74788366,-0.116701334,0.0001902,53.09333333,24.33333333,3440.0,6.333333333,1.66,1746.59,4.0
mp-866174,102,18,23.47090558,0.0,13.17133033,-5.135321858,-0.643289751,6.85e-05,186.1702995,74.5,3556.5,10.0,2.085,1323.685,6.5
mp-765334,79,48,10.7577973,0.6787,3.57722633,-5.919299159,-2.62715717,4.00000005,23.17505028,10.8,841.852,11.6,2.786,426.91,2.4
mp-16755,19,11,22.13336448,2.015,2.213516259,-4.82393481,-1.544189744,2.16e-05,29.50401103,14.57142857,1402.64,13.14285714,2.121428571,620.4828571,3.0
mp-2643,132,61,13.98314261,0.0,6.748304423,-5.852690249,-0.125754371,0.0001493,56.82642857,26.0,3354.285714,8.0,1.745714286,1607.725714,4.0
mp-864951,258,144,13.51510633,0.0,14.20261394,-9.08125971,-0.244530232,2.1384034,115.5948959,47.5,3924.0,9.0,1.89,2266.1175,4.75
mp-991,375,151,10.41569421,0.0,15.77101644,-10.71669822,-0.260649061,1.32e-05,98.92335,40.5,2952.68,10.5,2.7,1879.025,4.0
mp-1019255,51,27,26.82700743,0.0,9.638644377,-2.982619205,-0.316522133,0.0008513,155.7181,63.66666667,1620.666667,11.0,1.493333333,838.74,6.333333333
mp-865569,212,97,14.13052683,0.0,10.07359196,-9.14325508,-0.688922366,1.15e-05,85.72226125,36.5,3538.75,6.0,1.7075,2035.0,4.5
mp-766952,55,32,12.96040716,2.1645,2.858790226,-5.65766994,-3.158536809,1.9999944,22.31268547,10.33333333,939.1866667,12.33333333,3.088333333,475.135,2.333333333
mp-8682,152,99,10.91399887,4.3558,3.7436815,-7.070300106,-3.303922259,0.0002258,24.60558571,12.28571429,1006.828571,11.71428571,2.522857143,590.8857143,2.714285714
mp-594,136,18,13.26522534,0.0,5.680561868,-5.22335015,-0.600603857,1.7e-06,45.3792,22.0,1951.935,13.0,2.245,1058.18,3.5
mp-22637,179,99,16.91539345,0.0,9.894290013,-9.517217523,-1.024817885,2.78e-06,100.7900473,42.66666667,3481.0,8.0,1.696666667,1857.766667,4.666666667
mp-973153,150,28,16.37704552,0.0,11.71371449,-6.66974073,-1.120500645,5.17e-05,115.5263627,47.5,3522.75,9.0,1.8825,1707.5675,4.75
mp-977434,201,94,17.01302135,0.0,9.267235384,-10.08581267,-0.181870141,0.000103,94.947285,41.75,4868.5,5.75,1.75,2714.25,5.0
mp-639874,162,54,17.7671007,0.0,12.1150124,-9.230527612,-0.077463092,0.0046442,129.6257662,53.0,4751.333333,7.666666667,1.536666667,2504.49,5.0
mp-861931,179,84,14.72770917,0.0,16.69233796,-5.43577129,-0.416156452,2.77e-05,148.04825,59.25,3477.25,7.75,1.955,1644.4725,5.0
mp-4210,145,59,13.41045682,0.0,7.575628022,-7.388890943,-3.036756349,0.1666565,61.18051429,26.42857143,1101.828571,13.0,2.571428571,609.5671429,4.0
mp-6204,19,30,18.18188065,6.7991,4.089243544,-5.383319492,-3.587132311,0.0001039,44.77470043,19.6,665.718,10.8,2.775,310.923,3.1
mp-16516,83,54,17.99637201,0.0,6.264765842,-5.110405153,-0.633660683,2.9e-06,67.8954568,29.75,3068.25,11.75,1.5575,1305.985,4.5
mp-514,113,58,16.5836926,0.0,10.32375643,-4.376471792,-0.20983211,0.00019085,103.1026667,44.0,2412.0,9.333333333,1.533333333,1297.12,4.666666667
mp-973058,54,31,22.6779548,0.0,7.026744405,-3.873039343,-0.196085975,0.0007735,95.96413465,39.5,2939.25,12.0,1.2825,1309.29,5.25
mp-553961,167,61,12.07159658,3.3047,4.627891446,-9.045733694,-3.482185327,0.00023535,33.64331533,15.66666667,1413.466667,12.0,2.786666667,797.2,2.833333333
mp-962063,86,24,30.78194005,0.0,6.609977637,-3.06712633,-0.093983538,2.66e-05,122.5312567,50.0,2284.0,6.0,1.343333333,897.6666667,5.666666667
mp-9985,239,140,11.32192242,0.0,7.940036765,-8.08050834,-0.556261736,4.1e-06,54.13692667,24.66666667,4134.333333,9.333333333,1.85,2275.666667,3.666666667
mp-866115,198,100,11.04876315,0.0,8.542207845,-5.655362298,-0.649151393,3.34e-05,56.837466,24.75,3172.0,5.75,1.905,1796.2625,3.5
mp-754326,56,26,13.80385497,0.5875,4.897726468,-4.17623634,-1.023535712,0.0001286,40.71419232,18.5,942.85,11.0,2.435,428.85,3.0
mp-510086,35,26,22.3867531,0.0,3.875289657,-4.460687449,-0.783023126,1.66e-05,52.245175,24.0,1484.09,8.0,1.705,680.7,3.75
mp-20887,98,52,20.53983307,0.0,7.770844204,-5.754023215,-0.052216385,1.96e-05,96.1205,41.0,3143.333333,11.0,1.85,1064.386667,4.666666667
mp-22060,153,16,19.0337867,0.0,8.583207783,-8.231416498,0.041402464,2.7e-05,98.384285,43.0,4349.0,7.0,1.645,2169.9375,5.0
mp-754349,110,50,14.38491358,3.1398,7.397448741,-10.77922068,-4.195850081,7.000002,64.08260107,27.0,1232.743333,14.33333333,2.873333333,564.4433333,4.0
mp-1025415,153,50,16.66165841,0.0,11.02583852,-5.757031348,-0.480450071,0.0109701,110.632,47.5,3285.625,9.25,2.065,1733.04375,5.375
mp-866143,204,94,13.03497066,0.0,8.366096748,-7.385363138,-0.796926385,8.03e-05,65.6725455,29.0,3559.5,6.0,1.9175,1993.75,4.0
mp-2250,164,73,14.09830664,0.0,8.190259687,-7.111373437,-0.408150083,0.00220295,69.53693333,32.0,3684.666667,8.0,1.716666667,1861.333333,4.333333333
mp-1018643,192,14,16.1807736,0.0,8.599433297,-6.357766306,-0.619013273,0.0004941,83.79537,36.4,3503.4,9.2,1.972,1926.43,4.4
mp-21149,132,71,12.26245947,0.0,8.542468481,-10.63453032,-3.113597121,6.50303225,63.08293333,26.66666667,1234.466667,14.0,2.693333333,564.8666667,4.0
mp-865108,43,15,25.65403859,0.0,9.297065531,-2.022001768,-0.362921382,0.0020764,143.6324423,58.25,1122.94,8.25,1.525,546.1275,5.75
mp-1415,44,30,26.52568836,2.0802,3.725958844,-4.77313377,-2.026802373,2.11e-05,59.519,27.0,1357.5,9.0,1.775,804.5,4.0
mp-1147,171,76,11.08404806,0.0,4.187247366,-9.008247327,-3.40105087,0.02023305,27.94975,13.25,1391.375,11.5,2.7275,762.125,2.75
mp-825,252,93,10.8015633,0.0,6.818949299,-7.383811283,-1.469535142,2.15e-06,44.35626667,20.0,1534.466667,13.33333333,3.026666667,905.5333333,3.0
mp-454,45,29,20.69260918,0.0,4.84507738,-2.827390492,-0.135085433,0.0003331,60.37635386,27.0,2212.8,10.6,1.634,316.502,3.8
mp-19619,84,40,11.88132215,3.051,3.452066898,-7.030080469,-2.57871666,5.0000907,24.69988233,11.85714286,628.6857143,12.42857143,2.632857143,346.6242857,2.571428571
mp-7707,171,82,13.80280375,0.0,6.370887018,-7.014909996,-0.822829388,1.2e-06,52.95636,24.8,3480.0,10.4,1.79,1791.6,3.8
mp-570791,214,187,10.49642641,1.9695,3.171617791,-7.530280869,-0.204860833,2e-07,20.0481,10.0,3736.5,14.0,2.225,2743.5,2.5
mp-862379,109,43,18.36736887,0.0,6.685147454,-6.706631825,-0.241479145,2.39e-05,73.945006,33.0,3294.75,6.0,1.6375,1823.2325,4.5
mp-10443,75,46,19.98274823,0.0,11.02696877,-4.185401073,-0.776061463,2.1e-06,132.6973563,54.33333333,2590.333333,13.66666667,1.846666667,1373.776667,5.666666667
mp-754046,65,18,20.04513983,0.0,6.516013288,-5.756476764,-1.786271564,1.9990031,78.65783,32.8,1115.92,13.2,2.614,389.88,4.0
mp-8996,180,111,11.66041274,0.0,5.055146602,-8.615056335,-0.467075711,0.0004548,35.497567,16.375,3866.5,9.125,2.06,2906.125,3.125
mp-867794,125,43,16.93683266,0.0,8.472755086,-7.10435092,-0.69597145,9.94e-05,86.418706,37.0,3526.75,6.5,1.705,1931.1925,4.5
mp-752496,155,66,10.79407257,0.0,4.249253156,-7.927119623,-3.410147821,1.00221655,27.62160107,13.0,1245.076667,12.33333333,2.986666667,683.11,2.666666667
mp-753156,124,57,16.60108163,2.9227,7.764586212,-9.042801082,-4.101833737,0.0001362,77.62571455,31.81818182,1663.945455,11.45454545,2.625454545,636.3272727,4.363636364
mp-769642,19,12,11.82602175,0.0,2.74373328,-7.159931173,-1.651352779,3.9995649,19.54031111,9.555555556,1363.911111,14.66666667,3.063333333,1082.2,2.222222222
mp-571461,15,9,37.46535568,0.7257,2.353151845,-2.601204016,-0.454017555,4.47e-05,53.0922,24.57142857,1011.714286,6.571428571,1.327142857,602.6857143,4.0
mp-7798,147,84,12.08938725,2.6358,4.290918498,-6.30190288,-0.768896495,1.03e-06,31.2396,14.5,1152.68,11.5,2.35,565.125,2.75
mp-974335,243,155,14.18153566,0.0,11.99564169,-7.775047833,0.061793771,0.0001878,102.446625,44.75,4081.75,8.75,2.26,2329.5,5.0
mp-12467,36,26,31.24258509,0.0,3.758160201,-3.787321149,-0.987433557,8.28e-05,70.70875,31.625,1795.625,6.875,1.39375,1035.7925,4.375
mp-12385,134,75,15.55083532,3.4654,6.839388955,-8.345314235,-3.588159818,2.79e-05,64.050413,27.2,1416.72,10.8,2.514,741.78,3.5
mp-972984,67,36,22.74778051,0.0,7.047073568,-4.552139133,-0.391719297,0.0009615,96.5380993,40.25,2929.5,13.25,1.4225,1350.735,5.5
mp-571458,18,10,42.2627447,0.554,4.234148355,-2.816638946,-0.777347667,0.0002461,107.764242,45.6,1085.24,13.2,2.162,536.882,4.8
mp-862730,150,65,13.27460369,0.0,8.833799791,-5.439733575,-0.524929747,7.92e-05,70.61875,31.0,3007.0,8.0,1.8375,1307.65,4.0
mp-559959,40,10,17.51729771,0.0,4.141999503,-4.481704316,-2.631524342,2.9996529,43.69462969,19.57142857,780.3028571,11.28571429,2.777142857,372.4342857,3.142857143
mp-680677,127,58,19.61271109,0.0,9.453350184,-6.292923054,-0.176743553,0.001905175,111.654,47.6,3494.2,11.6,2.056,1345.848,5.0
mp-755175,189,125,9.241065448,5.4924,3.664310838,-7.409133671,-3.369949648,0.000116575,20.39225544,10.0,1170.92,14.8,2.708,406.268,2.4
mp-1743,145,81,17.21545042,0.0,8.352971785,-8.378255572,-0.273366959,2e-07,86.59848889,38.0,3123.111111,10.0,2.168888889,2093.333333,4.555555556
mp-13203,84,55,19.34872615,0.0,6.499898188,-5.354261763,-0.539632072,7.82e-05,75.737304,33.33333333,3059.333333,9.333333333,1.74,1225.616667,4.333333333
mp-865050,156,71,16.23560162,0.0,10.44781448,-7.446099048,-0.877946654,0.0001868,102.1515,43.5,3543.75,6.0,1.7925,1975.75,4.75
mp-570604,347,179,10.93534379,0.0,14.80198965,-11.02479176,-1.120783069,1.07e-05,97.47729,40.0,2904.18,10.0,2.27,1676.525,4.0
mp-2104,90,33,24.26325763,0.0,10.70891937,-8.68786702,-0.708679938,2.4856459,156.475255,62.5,2543.5,10.5,1.78,1247.65,6.5
mp-1029267,162,123,13.53086987,0.1918,4.887886809,-8.290123957,-1.676216527,0.0,39.82885,18.5,1648.43,9.0,2.1025,842.275,3.25
mp-982739,162,52,16.64769318,0.0,11.60270672,-7.44710389,-0.283995804,1.0586313,116.32265,48.75,3374.75,9.25,1.5775,1965.0,5.5
mp-20432,138,36,12.34843783,0.0,8.262506979,-7.213529985,-0.032727337,3.94426405,61.44333333,28.0,3120.333333,10.0,1.89,1611.133333,4.0
mp-862990,62,21,27.38886843,0.0,7.829807487,-4.617444193,-0.53392985,0.1264393,129.14455,54.75,2964.0,9.75,1.5375,1121.5025,6.5
mp-21124,53,26,25.36460499,0.0,8.095796718,-3.612334261,-0.487296381,1.27e-05,123.6626667,52.0,2522.166667,10.66666667,1.725,801.7333333,5.166666667
mp-862815,82,7,17.91428466,0.0,10.33139499,-4.386666865,-0.688966622,7e-07,111.4575125,45.5,2744.0,6.5,1.855,1235.5875,4.5
mp-989504,43,33,10.92571948,2.7239,2.749666365,-3.973952134,-1.873059263,9.62e-05,18.09176578,8.6,451.454,12.0,2.976,157.966,2.2
mp-507,203,58,10.95021005,0.0,7.353357675,-6.161498047,-0.498993183,3.6e-05,48.49076667,23.33333333,3181.666667,11.33333333,1.906666667,1714.333333,3.666666667
mp-866094,133,43,14.65529883,0.0,10.50891296,-5.05227699,-0.1958578,5.9e-06,92.74775,40.0,3114.0,9.5,1.6875,1478.555,4.5
mp-865159,63,39,23.17775005,0.0,7.475847341,-3.934801775,-0.376847324,5.27e-05,104.3476347,43.75,2413.0,12.25,1.425,1246.5375,5.75
mp-776217,133,55,12.13743729,0.0,3.827955539,-7.620894139,-2.324379201,5.9998736,27.97981208,13.16666667,1174.633333,12.5,2.83,708.8666667,2.666666667
mp-980941,125,68,12.63150543,0.0,5.17978123,-7.644042213,0.266921349,0.0070024,39.401925,18.25,2689.34,6.75,1.915,1471.5125,3.5
mp-1024984,163,57,18.71934258,0.0,15.5840579,-6.077760102,-0.809614868,1.6e-06,175.6798917,71.0,3706.666667,10.66666667,2.0,1704.058333,6.166666667
mp-1471,101,55,21.10593027,0.0,5.913586039,-7.647128168,-0.299460902,1.91e-05,75.16338465,33.25,4209.5,6.25,1.4,1829.3675,4.5
mp-7956,14,11,29.91077865,0.3986,2.647151596,-2.454151766,-0.437767796,0.00012205,47.68232696,21.0,1332.0,4.5,1.21,504.0975,3.5
mp-11229,65,35,23.44097159,0.0,4.104683381,-5.524474975,-0.41673131,0.0004365,57.9436943,26.0,3200.5,8.0,1.415,1366.235,4.0
mp-2052,84,53,20.67855769,0.0,4.813229523,-6.868621885,-1.371986928,1.98e-05,59.938756,27.0,1995.0,9.0,1.77,1452.0,4.0
mp-546546,83,38,16.32999967,5.5638,2.036585586,-7.88516282,-3.254548711,0.0,20.0281,10.0,1117.8,15.33333333,2.926666667,598.8666667,2.333333333
mp-1678,219,55,16.08888682,0.0036,14.26151071,-9.183638625,-0.082942379,0.0690087,138.179125,57.25,3851.75,8.75,2.03,1905.875,6.0
mp-16645,83,24,22.34314726,0.0,9.159895015,-5.048125328,-0.922287672,0.000122767,123.2496667,50.66666667,2512.333333,6.666666667,1.586666667,1436.466667,5.666666667
mp-977384,183,60,13.35327761,0.0,9.304990173,-5.991679705,-0.638629071,9.84e-05,74.826375,33.5,3072.25,11.0,2.0275,1713.42,4.25
mp-1013524,74,55,19.48167411,0.0116,2.527201656,-4.815434774,-0.432547869,0.0001051,29.64948,14.8,1085.144,7.2,1.816,694.22,3.2
mp-850878,81,54,11.35889319,0.0633,4.39018803,-6.053496222,-2.025565932,19.0000822,30.03101747,14.25,1103.5075,13.58333333,3.038333333,639.8825,2.666666667
mp-10250,69,42,13.31236289,6.5643,5.020978165,-5.37805943,-3.759216088,0.0,40.25264192,17.2,802.618,10.8,2.762,322.856,2.8
mp-16329,102,48,23.75651366,0.4163,11.27931961,-6.140176467,-1.222842677,0.0,161.3676667,65.66666667,3033.0,13.0,1.856666667,1582.393333,6.333333333
