material_id,bulkMod,shearMod,vol/atom,band_gap,density,energy_per_atom,formation_energy_per_atom,total_magnetization,atomic_mass,atomic_number,boiling_point,column,electronegativity,melting_point,row
mp-580,139,144,11.48537665,0.0,12.80108072,-9.599865937,-0.370257823,0.0003882,88.54066667,34.66666667,3967.666667,11.33333333,1.786666667,1870.166667,4.333333333
mp-571216,46,31,25.08772668,0.0,4.466917782,-3.952990283,-0.503536253,2.2e-06,67.48700858,29.77777778,2546.777778,9.777777778,1.567777778,1095.837778,4.111111111
mp-11839,94,44,24.69952468,0.3258,10.62438253,-9.280711657,-1.187073682,7.0000001,158.0313333,64.33333333,3160.333333,11.66666667,1.843333333,1510.06,6.333333333
mp-139,11,6,55.22035121,0.0,2.63483349,-1.68047365,0.00549138,0.0058639,87.62,38.0,1655.0,2.0,0.95,1050.0,5.0
mp-977545,198,109,16.49150098,0.0,11.85792857,-10.81810759,-0.262082138,1.46e-05,117.766,50.0,4896.5,6.0,1.8725,2670.75,5.25
mp-9953,148,86,18.08360914,0.0,9.617072331,-8.98046892,-1.298439049,1.75e-07,104.731881,43.5,2713.0,9.5,1.745,1411.65,4.5
mp-864889,100,39,16.47053423,0.0,7.24511423,-3.371797283,-0.280296674,2.1e-06,71.86275,32.5,2055.5,10.0,1.57,1051.51,4.25
mp-866193,56,29,22.74808764,0.1118,4.883589966,-3.192201825,-0.313279501,5.67e-05,66.9013675,28.0,2329.5,4.5,1.21,632.5325,4.25
mp-20832,24,15,35.12811926,0.8291,5.439162599,-3.137306306,-0.373562875,6.55e-05,115.0635714,48.0,1559.142857,14.57142857,1.944285714,634.6885714,4.857142857
mp-841,71,50,8.434960844,1.9743,2.258067968,-4.839132883,-1.650492598,0.0,11.4702,5.5,852.6,8.5,2.21,254.245,2.0
mp-1021478,27,15,25.1074975,0.0,2.325689075,-2.285471549,0.115666219,1.9866436,35.164625,16.5,1674.125,2.25,1.29375,1066.125,3.375
mp-468,45,62,11.53877647,7.6012,3.02126203,-5.89300549,-3.890567095,2.2e-05,20.99418705,10.0,761.7725,16.0,3.3875,273.515,2.25
mp-20860,209,115,11.80424764,0.0,8.314754927,-8.155995242,-0.013471481,3.2479068,59.106967,26.2,2835.4,9.8,1.832,1772.416,3.8
mp-1118,193,64,10.95907893,0.0,7.347406808,-6.212475301,-0.549970437,7.85e-06,48.49076667,23.33333333,3181.666667,11.33333333,1.906666667,1714.333333,3.666666667
mp-614005,38,12,16.00854012,0.8024,3.370873875,-6.635844062,-1.795117737,0.0001566,32.49714,15.2,1430.12,12.8,2.77,741.034,2.8
mp-997010,88,19,17.09583244,0.0,8.359362794,-4.249980609,-0.833625926,0.0090314,86.062575,36.0,1090.35,14.0,2.6075,480.3825,3.75
mp-1039,35,12,34.56545388,2.3612,3.64879026,-3.247604448,-0.874229403,4.48e-05,75.9525,32.0,1312.0,9.0,1.705,822.83,4.0
mp-558378,114,38,16.14147278,0.0,9.035558376,-5.131940221,-0.378871982,1.11e-05,87.83125,38.5,2606.4675,11.5,2.295,1468.1275,4.5
mp-673174,213,94,9.917191104,0.0,7.440142251,-8.485292149,-0.163831829,14.8907034,44.43455455,20.81818182,2300.370909,9.909090909,2.16,1334.286364,3.454545455
mp-10756,68,3,18.69510971,0.0,6.766660578,-6.98314209,0.241597158,0.0012313,76.18216667,33.33333333,2891.333333,9.333333333,1.836666667,1632.593333,4.333333333
mp-8481,41,37,23.01563186,0.0,5.302628135,-4.445669963,-0.674062182,2e-06,73.49621667,31.33333333,2757.0,6.666666667,1.373333333,957.6966667,4.666666667
mp-980646,90,40,17.293434,0.0,6.077929036,-5.379458793,-0.190889358,0.0062433,63.2976775,27.75,2935.5,14.25,1.7375,1719.75,4.25
mp-12659,233,75,13.23693058,0.0,8.47951384,-9.617161028,-0.139948465,0.0057399,67.59415667,30.33333333,3228.333333,6.333333333,1.566666667,1929.333333,4.333333333
mp-1019360,97,40,23.40683341,0.0,8.086777497,-6.86390062,-1.427102027,0.00022945,113.9906073,46.33333333,2200.333333,11.66666667,2.013333333,975.4333333,5.333333333
mp-977573,132,95,7.336979655,0.0,10.27026101,-5.25470761,-0.336338765,1.86e-05,45.378455,18.75,1234.21,1.75,1.975,637.0075,2.25
mp-974395,211,76,15.37130217,0.0,18.58515924,-6.392360428,-0.0104876,0.096113,172.039375,69.75,4065.5,9.75,2.28,2090.3,5.75
mp-753581,179,32,13.8972499,0.0,8.780931144,-9.411089763,-3.880899606,1.0037771,73.48866333,30.16666667,1383.966667,12.16666667,2.706666667,469.5833333,4.166666667
mp-7711,84,23,14.88921844,0.0,8.614876693,-3.512279043,-0.21337631,0.0022491,77.24526667,34.0,1653.4,12.66666667,2.433333333,841.5533333,4.0
mp-190,243,126,13.67822613,0.0,7.108138042,-8.439897162,-2.154004422,9.83e-06,58.5513,24.75,1534.9,13.75,3.055,905.85,3.0
mp-6962,64,33,21.95937724,0.0,7.562021897,-5.074763808,-0.753569598,1.88e-05,100.00204,42.8,2077.8,10.4,1.93,1367.22,4.8
mp-4628,85,61,18.91527407,0.0,5.80191162,-6.898444147,-1.077648193,2.14e-05,66.08983333,29.33333333,2937.666667,11.33333333,1.926666667,1436.333333,4.0
mp-16236,27,13,27.03028842,0.4838,4.626412262,-3.144979177,-0.667789552,0.0001019,75.30883333,33.33333333,1475.0,9.333333333,1.766666667,688.4866667,4.333333333
mp-690794,30,35,20.10634627,1.807,3.928178361,-4.387200678,-0.74616595,2.66e-05,47.56366,21.0,851.91,5.0,1.785,544.265,3.25
mp-676011,66,30,19.89142817,0.0,2.344581234,-4.98932117,0.43604532,4.25e-07,28.0855,14.0,3173.0,14.0,1.9,1687.0,3.0
mp-976030,37,20,28.39821302,0.0,5.181441271,-3.234195245,-0.091486196,0.0004114,88.6119925,37.5,2320.5,5.5,1.245,1197.0,5.5
mp-4938,223,129,10.27601918,0.0,6.554708071,-7.379284248,-0.542244987,6e-07,40.56291617,18.66666667,3517.166667,9.333333333,1.846666667,1969.333333,3.333333333
mp-22687,33,20,31.42254361,0.0,6.305510739,-2.93013657,-0.343731169,1.96e-05,119.3198,50.4,2304.6,10.8,1.602,543.8,5.2
mp-189,204,99,13.34562773,0.2259,8.035131593,-7.997945363,-0.647085825,1.45e-06,64.57775,29.0,3798.0,11.0,2.05,2147.0,4.0
mp-18922,136,53,10.91520311,0.5513,4.712374831,-7.430679692,-1.949302853,19.0002504,30.97580192,14.53846154,953.2,12.53846154,2.713076923,617.9538462,2.769230769
mp-972945,69,32,23.70802816,0.0,9.594345457,-4.041212303,-0.338976487,0.0010052,136.98143,57.25,2751.0,12.25,1.5825,1501.465,6.5
mp-11507,223,91,11.6372256,0.0,9.438037257,-6.876268604,-0.078940752,0.000108,66.14272,30.8,3531.2,9.2,1.96,1961.6,4.2
mp-8237,55,28,22.6489218,0.0,7.331796762,-5.080590164,-0.759395954,9.3e-06,100.00204,42.8,2077.8,10.4,1.93,1367.22,4.8
mp-865107,31,2,27.59638128,0.0,6.945314506,-2.709064393,-0.122302649,0.0005513,115.4236923,46.75,1640.75,7.75,1.725,623.7725,4.5
mvc-15835,101,31,15.39969338,3.7143,4.895984139,-5.03212927,-2.731535052,2.0000001,45.4049274,19.75,939.7725,15.0,3.48625,588.6075,2.75
mp-13501,173,99,11.7990846,0.0,8.803425372,-7.888269078,-0.356180903,3.16e-05,62.55339875,26.75,3735.25,12.75,2.055,2792.5,4.0
mp-5756,64,28,20.97008165,0.0026,5.319838806,-4.101552069,-0.143343468,0.0002072,67.18147025,29.75,1747.75,14.0,2.26125,795.82625,3.875
mp-570673,159,78,12.768582,0.0,7.335250141,-6.155954528,-0.28252626,1.4009348,56.40381867,26.83333333,3172.166667,8.833333333,1.818333333,1742.333333,4.0
mp-866088,170,82,16.57043396,0.0,12.87493323,-9.8385776,-0.494327103,0.0501186,128.4782988,53.5,4372.5,6.0,1.595,2302.5,5.25
mp-13090,57,44,23.78846521,0.0,3.262014207,-4.268797567,-0.328856803,0.0007133,46.7307962,21.33333333,2588.0,6.0,1.38,1218.49,3.666666667
mp-20426,140,44,12.99558512,0.0,7.948233809,-7.264553603,-0.071976172,0.00190505,62.20386667,28.33333333,2385.0,10.33333333,1.946666667,1570.666667,4.0
mp-767013,38,28,13.07340208,2.5838,3.19269684,-7.100676297,-2.422413481,4.99980945,25.13606033,12.16666667,674.1333333,14.5,2.963333333,391.25,2.5
mp-640889,54,29,23.84734547,0.3841,7.384697557,-4.269230265,-0.525901626,0.000504575,106.0531729,44.57142857,2229.428571,13.71428571,1.892857143,1151.327143,5.0
mp-16733,86,51,17.41890387,0.0,4.09072947,-6.760805803,-0.527529367,0.0071399,42.911381,19.75,3245.75,8.25,1.77,1932.7275,3.5
mp-12875,317,130,11.08765497,0.0,10.89317355,-8.753593143,-1.78348213,1.8e-06,72.73526667,30.33333333,2016.466667,13.0,2.926666667,1189.533333,3.333333333
mp-10641,52,14,24.85390164,0.0,3.003594688,-6.22797851,0.10722085,0.0010955,44.955912,21.0,3103.0,3.0,1.36,1814.0,4.0
mp-1025348,126,44,16.29909802,0.0,11.16970146,-5.228372606,-0.415502205,3.8e-06,109.6367231,46.57142857,2639.428571,11.14285714,2.115714286,1433.507143,4.857142857
mp-540912,130,84,19.84905116,0.7874,8.721003239,-6.13042955,-0.420919911,4.3e-05,104.24545,44.0,1840.5,13.5,2.185,1502.25,4.5
mp-7149,22,16,16.87364973,0.0,1.64658053,-3.160621738,-0.039214761,4.6e-05,16.73180964,8.0,1001.09,4.5,1.47,314.62,2.5
mp-862984,146,113,11.60439197,0.0,6.347476549,-6.293640649,-0.098130106,3.09e-05,44.35825,19.0,3968.25,11.5,1.8125,2105.0,3.5
mp-867874,238,86,12.41104248,0.0,8.766725114,-8.195536193,-0.350050891,3e-05,65.5234205,28.75,3817.0,5.75,1.9,2239.25,4.0
mp-10379,143,74,15.70648213,0.0,10.98268709,-6.602455222,-0.435182147,3.33e-05,103.8815556,44.0,3734.888889,9.333333333,1.724444444,1707.986667,4.666666667
mp-637771,161,65,13.50712174,0.0,9.032167467,-6.102109757,-0.364830341,0.001883,73.46926667,33.5,3295.166667,9.5,1.791666667,1578.291667,4.333333333
mp-20997,126,41,15.58724096,0.0,9.242253143,-4.342666885,-0.076200692,0.0004602,86.7557,38.5,2765.5,11.5,1.845,1078.875,4.5
mp-979945,21,15,31.12461544,0.0,7.603382102,-2.96655024,0.451734555,3.4651395,142.515375,58.25,2021.75,13.25,1.2325,1368.5,7.0
mp-1025102,135,67,18.25754946,0.0,9.265290331,-5.851439355,-0.969390927,0.4161857,101.871436,42.16666667,3367.5,10.5,1.751666667,1325.201667,4.833333333
mp-668,68,54,23.23743169,0.0,6.67799246,-4.307466087,-0.687942297,4.52e-05,93.45121667,40.33333333,2839.0,10.33333333,1.583333333,604.6066667,5.333333333
mp-1018851,247,2,9.878969244,0.0,12.22805325,-8.397513763,0.64406194,0.00099355,72.7478,30.0,1813.24,12.66666667,2.76,1144.033333,3.333333333
mp-865487,201,27,13.89927686,0.0,9.622114755,-6.676351925,-0.407986514,0.0095202,80.540375,35.75,3199.0,8.75,1.96,1837.42,4.5
mp-505198,42,17,21.39604061,0.0,6.053255678,-3.831795558,-0.361663386,0.0001888,77.99618149,34.125,2077.25,11.625,2.005,901.83375,4.25
mp-764648,142,92,9.163763035,0.0,3.932502395,-7.530883141,-2.962989181,0.88756255,21.7017,10.25,1338.85,9.25,2.35,626.0725,2.5
mp-1001023,83,45,9.733677136,1.6671,1.878479968,-6.546129528,0.851723004,1.42e-05,11.011194,5.333333333,3780.666667,10.0,2.223333333,3053.333333,2.0
mp-4229,69,42,20.81382356,0.0,8.061962244,-4.36028259,-0.425470937,0.0004709,101.05168,43.6,2885.8,11.2,1.804,1237.932,5.2
mp-976138,38,24,32.61257064,0.0,7.999181108,-4.628769053,0.021339995,0.0004767,157.1019125,64.25,3020.75,10.25,1.1975,1562.0,8.0
mp-4051,9,31,15.6884521,5.475,2.151344092,-7.484053043,-3.135578176,0.0,20.32548343,10.0,617.1333333,15.33333333,2.926666667,244.995,2.333333333
mp-4236,83,33,17.57366684,2.2705,5.545033699,-5.289478834,-2.373504754,3.16e-05,58.6837,25.5,875.85,11.5,2.355,450.57,3.5
mp-1009835,291,58,10.94365936,0.0,14.63931052,-10.08940746,0.451101926,6.9e-06,96.47929,39.5,5015.5,9.5,2.025,3545.0,4.0
mp-978498,52,36,21.73297525,0.0,3.091581295,-5.932324335,-0.24389902,0.4159454,40.46231865,19.0,3025.25,5.5,1.4225,1593.8675,3.75
mp-4732,107,75,17.23249618,0.0,8.886914041,-5.116685367,-0.317190346,0.0122411,92.22530071,39.14285714,2826.428571,11.42857143,1.758571429,669.6928571,4.714285714
mp-753946,74,47,14.39751383,0.6646,3.748512482,-5.062278418,-1.075577402,0.0021337,32.50104875,15.5,1562.685,10.5,2.005,749.6025,3.0
mp-5752,172,106,16.71427852,0.0,11.91249208,-7.724849472,-1.083232627,9.17e-05,119.90607,49.4,3850.2,11.4,1.86,2096.2,5.2
mp-571386,47,2,16.69670099,0.3275,4.922879812,-3.176999955,-0.500428332,0.0001435,49.4995,23.0,1719.555,14.0,2.53,764.685,3.5
mp-574599,46,2,38.89552813,1.7037,5.817991289,-3.323085733,-0.770184418,9.75e-06,136.2773403,56.0,1677.0,9.333333333,1.96,710.9733333,5.333333333
mp-1017629,139,40,7.375658653,0.0,3.873369453,-3.664625082,-0.243701283,1.8e-06,17.204444,8.6,921.968,3.0,1.964,538.606,2.0
mp-866103,41,16,34.29135464,0.0,7.227526628,-3.812194888,-0.34495161,0.0003513,149.25375,60.0,2846.0,5.5,1.3675,1018.52,6.5
mp-864989,259,130,12.46498203,0.0,10.75937027,-8.822663658,-0.195048932,0.0002385,80.76615715,34.5,3332.25,8.5,1.6525,1857.6175,4.25
mp-7186,121,63,16.57596833,0.0,5.7196913,-5.200490093,-0.605231225,0.0016451,57.0955693,25.83333333,3020.166667,10.83333333,1.631666667,1258.901667,4.166666667
mp-20459,63,39,13.79695354,1.8357,7.29511185,-7.607685676,-2.745305406,0.0,60.61304,25.6,1170.52,13.2,2.838,541.202,3.2
mp-777667,74,36,12.30856622,1.6282,3.184211675,-7.198240155,-2.462813475,0.9999747,23.602625,11.125,1178.25,11.375,2.68,636.71125,2.5
mp-19247,148,30,12.11156444,2.6445,3.653696858,-8.167623611,-3.055494172,7.52e-05,26.64916867,12.66666667,1190.633333,12.0,2.791666667,702.7,2.666666667
mp-12972,119,59,22.23082858,0.0,8.18285662,-8.010911658,-0.722302412,1.04e-05,109.5497778,46.66666667,3990.0,7.111111111,1.595555556,1846.328889,5.111111111
mp-853247,159,44,11.76421366,0.5711,3.236727599,-7.292237513,-2.271223269,5.00001955,22.93084,11.0,1520.92,13.8,2.838,864.88,2.4
mp-13431,96,32,18.41961003,0.0,8.47141527,-5.826662504,-0.390866572,0.0004791,93.96958572,39.8,2974.4,11.0,1.562,1565.894,5.4
mp-13982,67,28,20.32661656,0.3622,4.497221492,-4.189636412,-0.740419006,2.04e-05,55.050375,25.25,1675.56,14.0,2.2275,759.325,3.625
mp-9938,141,100,18.74528066,0.0,11.37026268,-9.187856353,-0.743223927,3.81e-05,128.3551667,52.66666667,4308.333333,7.333333333,1.5,2233.0,5.0
mp-985450,44,7,32.27128974,0.0,6.389681009,-3.347103228,-0.438478125,4.44e-05,124.1785,51.75,2505.0,7.75,1.415,824.375,5.75
mp-1986,127,40,12.41023742,0.6311,5.44638357,-4.54333766,-1.790305288,0.0,40.7042,19.0,635.1,14.0,2.545,373.74,3.0
mp-975443,122,39,10.86508472,0.0,6.919104267,-4.831281046,-0.921108173,0.000344,45.27244,20.4,1163.12,14.4,2.8,390.384,3.0
mp-22595,73,42,22.15818116,0.0,9.789953686,-7.442976377,-0.960351851,0.0018606,130.6368367,53.0,2015.0,12.33333333,2.036666667,996.4333333,5.666666667
mp-555293,7,4,71.9475125,0.0,1.20812627,-7.13130821,-1.450649463,0.1518162,52.34546,24.33333333,2150.913333,12.33333333,2.253333333,1175.573333,3.666666667
mp-1635,41,22,27.412876,0.0,5.549602848,-3.20312115,-0.086104937,0.001428,91.615175,38.5,2433.0,6.5,1.205,1276.0,5.5
mp-550566,64,23,17.67347181,0.0,7.861528254,-6.731929495,-2.19743896,6.0000005,83.671925,34.75,759.23875,15.0,2.77,322.325,3.875
mp-4475,47,21,20.34338091,0.0,7.838820101,-4.93536799,-0.222128938,1.9356537,96.033938,40.6,2012.4,12.6,2.096,1020.2,4.4
mp-865515,59,35,19.97309322,0.0,5.072066554,-2.992174348,-0.337831158,0.0001572,61.0072125,27.75,1833.0,7.25,1.4575,1026.84,4.0
mp-865577,37,17,16.55201318,0.0,8.10755055,-2.427222643,-0.426099109,1.01e-05,80.81489225,33.25,1849.75,6.25,1.5475,709.7325,3.75
mp-554462,138,88,14.86423619,0.0,4.46475032,-7.434068738,-1.753295793,9.3e-06,39.966,19.0,2138.935,10.0,2.06,1164.68,3.5
mp-1914,73,55,21.22693312,0.0,5.954497519,-4.83937967,-0.65876266,9.22e-05,76.11728333,33.66666667,2854.333333,9.666666667,1.613333333,801.6066667,4.333333333
mp-571651,105,61,17.69219935,0.0,5.951809063,-6.808348776,-1.115035394,5e-08,63.4135,28.0,2259.0,10.0,2.045,1217.5,4.0
mp-20458,55,10,14.35080355,1.9711,7.467298135,-4.394019338,-2.107120595,0.0002528,64.5343024,26.75,828.7725,15.75,3.56125,370.39875,3.0
mp-864732,33,31,24.73677157,0.0,8.913488957,-2.720862073,-0.572073002,0.0,132.78275,55.0,1767.75,14.5,1.475,999.905,6.25
mp-769673,132,24,14.89647619,0.0,8.591520096,-6.804092391,-2.559678733,0.44562305,77.07339091,32.0,1028.309091,14.90909091,2.756363636,430.0363636,3.818181818
mp-555229,15,5,9.400562659,5.0115,1.237594758,-5.657488004,-1.008254125,0.0009163,7.006211111,3.777777778,517.6844444,7.333333333,2.607777778,449.1888889,1.444444444
mp-7352,94,48,14.91340106,0.0185,4.410198037,-4.135684983,-0.431211124,6.03e-05,39.608254,18.66666667,1704.333333,9.333333333,1.8,866.0233333,3.333333333
mp-9819,27,3,16.67761894,5.0688,3.41489396,-4.545753261,-2.771015283,0.0008533,34.2974774,15.5,294.7725,14.75,3.36,215.455,2.625
mp-2267,170,156,11.94795152,0.0,8.642413438,-6.573925053,-0.595553396,3.88e-05,62.18410667,25.66666667,3797.666667,13.0,1.77,2144.0,4.0
mp-11318,162,59,18.17150575,0.0,16.57129985,-6.9997794,-0.973576918,0.2492513,181.342,73.0,3981.75,8.5,1.99,1798.05,6.5
mp-21194,79,42,21.43345246,0.0,8.211022929,-6.887417768,-0.666019648,3.1e-05,105.984,45.33333333,3629.666667,9.333333333,1.783333333,1705.133333,5.666666667
mp-888,48,29,26.77693989,0.0,3.565779476,-4.418206078,-1.087589109,6.67e-07,57.4998,26.5,1322.0,8.5,1.59,1102.5,4.0
mp-2137,65,29,17.06067428,0.0,3.481329477,-3.167492963,-0.17091164,0.0014589,35.7678,17.33333333,1970.666667,4.666666667,1.51,1191.333333,3.333333333
mp-999197,156,8,12.46324562,0.0,8.118993865,-3.973738853,1.418364811,4.8e-06,60.93745,27.0,1256.18,13.0,2.485,648.99,3.5
mp-20049,80,51,13.39354378,0.0,3.874795891,-5.915348883,-0.656149594,8.54e-05,31.253254,14.66666667,1766.333333,8.0,1.666666667,860.6633333,3.0
mp-7623,43,25,24.12101945,0.8144,4.460842705,-4.27181558,-0.224492144,1.36e-05,64.79828,28.8,982.2,12.4,2.006,1056.6,3.8
mp-50,194,62,18.33502736,0.0,16.38781405,-11.85554519,0.0,4.69e-05,180.94788,73.0,5731.0,5.0,1.5,3290.0,6.0
mp-753,48,28,25.29272996,0.041,6.144086307,-2.727212816,-0.026918766,2.48e-05,93.5845,40.5,1520.0,13.5,1.85,798.23,4.5
mp-20619,135,57,19.04694787,0.0,9.793323221,-6.241597096,-0.499214154,4.11e-05,112.33275,48.0,2914.0,12.0,2.165,1570.39,5.0
mp-754009,98,46,14.15282328,3.0834,7.085145271,-7.384052235,-2.797420625,8.5e-07,60.3869024,25.6,1042.12,13.2,2.74,504.56,3.2
mp-8511,6,3,15.2469231,7.0881,2.286484194,-5.027201286,-2.941777116,0.0,20.99429633,10.0,162.525,16.66666667,3.681666667,97.49166667,2.166666667
mp-7885,76,28,18.71873948,1.7077,4.41287225,-4.39963159,-1.022462742,5.66e-05,49.74493465,23.0,1665.685,14.0,2.175,736.28,3.5
mp-1025338,26,10,17.45348656,0.0,7.452329034,-4.026558637,-1.952857449,0.9999998,78.32945897,32.42857143,1004.588571,15.0,3.008571429,389.4128571,3.428571429
mp-2713,145,55,19.61792199,0.0,15.21374007,-7.62305029,-0.907431248,4.2e-06,179.738,72.5,3921.0,11.5,1.72,2270.5,7.0
mp-865712,177,66,13.21241827,0.0,6.578271442,-8.016882853,-0.333238348,5.38e-05,52.34136125,24.25,3160.0,6.25,1.635,1782.25,4.0
mp-19133,125,47,13.86167838,2.9705,4.069883509,-8.339275569,-3.205115332,1.22e-05,33.97415833,15.66666667,1274.966667,12.0,2.768333333,700.2,2.833333333
mp-20787,291,141,7.968458827,0.0,6.945188063,-7.942728718,-0.373549986,1.159176,33.328,15.5,3667.0,10.5,1.935,2080.0,3.0
mp-754311,18,13,16.39270891,3.9655,4.832017468,-7.896190111,-2.4091035,0.0006511,47.70129091,20.54545455,1256.6,13.09090909,2.966363636,752.6727273,2.818181818
mp-971928,58,4,16.25466371,0.0,6.866708503,-1.972796478,0.137510192,0.0005794,67.21675,30.5,1658.25,12.5,1.74,822.36,4.0
mp-3998,120,64,14.06415431,3.3866,7.553475713,-9.344458597,-3.721728176,5.95e-05,63.97515833,27.0,1639.133333,12.0,2.726666667,783.7,3.666666667
mp-20761,63,36,20.64874522,0.0,7.250487102,-6.166258578,-0.606049843,0.00013205,90.159555,38.66666667,3345.333333,8.666666667,1.663333333,1390.8,5.333333333
mp-5353,217,123,10.79137498,0.0,9.378274911,-7.057911587,-0.515503686,3.7e-06,60.94676417,26.5,3523.5,11.16666667,1.826666667,1967.333333,4.0
mp-2243,180,96,15.85247416,0.0,6.545345961,-8.002971075,-1.214192222,0.0001401,62.48569,28.5,2867.435,10.5,2.09,1569.18,4.0
mp-866223,72,33,26.40607331,0.0,8.334803893,-2.807689123,-0.538207014,1.27e-05,132.5409625,54.75,1656.44,7.25,1.555,845.66,5.25
mp-771686,165,60,12.60670831,1.0398,4.586007304,-8.49726466,-2.718965543,3.0000012,34.81668,16.16666667,1386.966667,12.5,2.836666667,858.2,2.833333333
mp-972156,42,23,32.26126607,0.0,5.477130462,-5.983427543,0.024534937,0.0015021,106.410725,45.5,3582.5,5.0,1.19,1756.5,5.75
mp-608555,3,4,33.70456159,2.59,3.269384417,-3.388844219,-1.908479395,0.0003594,66.3598782,29.11111111,688.6288889,13.11111111,2.5,237.54,3.888888889
mp-865841,118,30,21.11421372,0.0,15.61593753,-6.74279148,-0.952843892,0.2817278,198.56097,79.25,2416.25,10.25,1.79,1755.2,7.25
mp-756630,193,113,10.44997932,5.723,7.547275745,-7.975226581,-3.764574414,0.00022795,47.49594772,20.6,1180.52,14.6,2.63,555.574,3.4
mp-500,22,13,23.87274403,0.0,7.856984566,-7.094237893,-0.816056556,0.00283695,112.95596,47.0,2549.0,12.33333333,2.2,1426.0,4.666666667
mp-580236,25,18,31.60758428,0.0,6.944615014,-5.970348005,-0.36666495,7.089705,132.1875,55.5,1420.0,10.5,1.445,846.61,6.5
mp-11411,76,42,20.23407824,0.0,4.705645796,-5.284926033,-0.598709632,1.51e-05,57.339456,26.0,2790.0,8.0,1.585,1058.455,4.0
mp-996983,65,17,15.335828,0.9044,9.117950644,-4.123840478,-0.480834113,0.0001941,84.20839225,35.5,1436.1,13.5,2.8375,670.465,3.75
mp-977392,58,28,26.21015735,0.0,7.428090121,-3.685164495,-0.307085278,0.0027959,117.24591,48.75,2423.5,10.25,1.3875,1205.1875,6.0
mp-862911,194,94,13.96916128,0.0,7.508749683,-8.824517405,-0.508835928,0.0050026,63.16679875,28.5,3714.5,6.0,1.715,2020.0,4.25
mp-13495,134,33,19.36792199,0.0,8.472658509,-7.51437893,-0.64930888,2.05e-06,98.822,43.0,3959.0,7.0,1.765,1978.025,5.0
mp-865117,37,23,26.91502348,0.0,9.239156033,-2.872606915,-0.219002355,1.9e-06,149.7538423,60.25,1947.25,10.25,1.3525,831.7175,5.75
mp-1025140,81,59,20.86104959,0.0,9.155971547,-7.500973237,-0.7625834,1.90772465,115.0248033,46.66666667,2777.0,12.0,1.943333333,1195.433333,5.333333333
mp-20343,33,10,16.00932546,1.0651,6.533400554,-4.35983209,-1.096611627,2.55e-06,62.98878457,26.5,1116.35,11.0,2.5875,454.45,3.25
mp-867927,223,110,13.05162228,0.0,14.06882227,-7.658076298,-0.47751329,3.61e-05,110.579125,45.0,3674.25,6.0,1.7525,2028.6725,4.5
mp-1018659,148,90,12.63442155,0.6969,7.540335839,-8.316286707,-3.516020351,8.62e-05,57.3716,24.66666667,1271.133333,12.0,2.666666667,392.5333333,4.0
mp-55,48,13,27.82335209,0.0,7.084789382,-3.95481635,0.054581095,3e-07,118.71,50.0,2875.0,14.0,1.96,505.08,5.0
mp-981391,130,25,19.82617317,0.0,16.62507433,-1.971750838,0.471973723,6.3e-05,198.49675,79.25,1647.66,11.25,2.05,860.49,6.0
mp-864599,88,19,22.07038257,0.0,12.63192526,-4.490854018,-0.69417305,3.5e-06,167.892122,68.25,3159.0,11.75,2.035,1202.185,6.25
mp-679,148,67,14.68004409,3.9629,8.653694492,-8.440490871,-4.073583642,0.0,76.50324,32.0,1310.52,15.2,2.56,753.68,4.4
mp-1009838,240,126,12.6189172,0.0,6.923719476,-9.751786785,-1.501789711,0.3421131,52.61535,23.5,2379.68,9.5,2.185,1095.525,3.5
mp-12630,59,40,12.77180573,2.869,3.624468915,-5.557002049,-1.885871041,2.4e-06,27.8771,13.0,446.9666667,13.66666667,2.936666667,272.7,2.5
mp-975912,209,77,13.8643739,0.0,8.648246101,-8.090958408,0.865733053,0.000353,72.206985,31.75,3689.07,4.75,2.17,2175.5025,4.0
mp-631429,89,47,16.72800767,0.0,6.586864707,-8.153934847,0.727417383,0.5594642,66.35503333,30.0,3586.666667,6.0,1.606666667,2039.666667,4.333333333
mp-11820,8,5,45.75008972,0.0097,2.217756405,-1.536912269,-0.020320026,0.000111225,61.10217952,26.0,1485.0,1.333333333,0.916666667,580.58,4.0
mp-9076,48,31,22.33335146,2.3621,4.759559147,-5.367223438,-2.187321718,9.4e-06,64.01349482,28.0,1203.685,12.0,1.835,741.3975,4.25
mp-19928,96,47,21.91666629,0.032,9.922901621,-6.419616135,-0.354431654,0.0,130.9676667,54.33333333,3088.666667,10.66666667,1.775,1513.518333,5.166666667
mp-12381,98,34,22.94922782,0.0,8.743705136,-6.220892902,-0.837390721,3.33e-07,120.84105,51.33333333,3468.666667,9.333333333,1.79,1316.693333,6.0
mp-978798,30,8,32.08533727,0.0,7.478227272,-4.015509385,-0.098482744,0.003449,144.4961175,59.75,1671.35,10.25,1.5425,1105.4625,7.25
mp-18198,119,56,19.85920059,0.0,9.999030119,-6.472331048,-1.005189146,4.32e-06,119.583304,49.66666667,3358.666667,9.0,1.866666667,1453.493333,5.0
mp-631527,190,13,19.9271451,0.0,6.522424358,-3.271721875,0.929525493,0.000208,78.27175,33.75,2995.75,13.25,1.9025,1104.975,4.0
mp-765121,124,61,10.38143953,0.0,4.330727329,-6.808461799,-2.115470829,10.9999997,27.07505382,12.7,915.303,11.9,2.681,533.822,2.6
